id,name,housenumber,street,city,state,postcode,phone,website,opening_hours,latitude,longitude,curbside_pickup,delivery,dine_in,editorial_summary,price_level,reservable,reviews,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takesout,user_ratings_total,rating,cuisine,updated_at
4485,Sushi En,4115,Town Center Boulevard,Orlando,,32837,,,,28.365290,-81.425278,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4504,Sakura,,,,,,,,,28.078220,-80.663493,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4505,Umami Restaurant and Sushi Bar,,,,,,,,,28.080089,-80.671995,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4506,Thai Bayside,1850,Eldron Blvd SE,Palm Bay,FL,32909,+1-321-725-1881,https://www.thaibayside.com/,Mo-Sa 11:00-21:00; Su off,27.949859,-80.659461,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4508,Cocoa Beach Thai & Sushi,,,,,,,,,28.318611,-80.610323,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4509,Izziban Sushi,962,14th Lane,Vero Beach,FL,32960,+1-772-569-8883,https://www.izzibanvero.com,"Mo-Th 11:30-15:00, 16:30-21:30; Fr 11:30-21:30; Sa 12:00-21:30; Su 17:00-21:30",27.629263,-80.391135,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4510,Unnamed Sushi Restaurant,,,,,,,,,25.821277,-80.280913,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4511,Sushi Joe,,,,,,,,,25.812728,-80.351745,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4512,Sushi Zen & Izakaya,18090,Collins Avenue,Sunny Isles Beach,FL,33160,,,,25.943353,-80.122474,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4514,RA Sushi,201,SW 145th Terrace,Pembroke Pines,FL,33027,,,,26.006417,-80.336381,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4518,Nikai Sushi Bar & Restaurant,81801,Overseas Highway,Islamorada,FL,33036,+1 (305) 664-2893,https://cheeca.com/dine-drink/nikai,,24.915879,-80.633146,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4519,TeeJay's,,,,,,,,,26.201066,-80.110332,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4520,Sushi Runner,,,,,,,,,26.198630,-80.096673,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4521,Hibachi Buffet,4026,,,,,,,,26.316911,-80.159076,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4522,Sushi Song,,,,,,,,,26.315898,-80.078042,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4523,A & A Sushi,22749,State Road 7,,FL,33428,+1 561-961-0705,https://aasushitogo.com/,Mo 11:30-21:00; We-Th 11:30-21:00; Fr-Sa 11:30-22:00; Su 12:00-20:30,26.337998,-80.203779,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4527,Suviche,,,,,,,,,25.802832,-80.194806,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4528,ZZ’s Sushi Bar,151,Northeast 41st Street,Miami,FL,33137,,,,25.814722,-80.192705,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4531,Sushi Garage Cocowalk,3015,Grand Avenue,Coconut Grove,FL,33133,+17869464222,https://www.sushigarage.com/,,25.728511,-80.241868,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4532,Sushi by Scratch Restaurant,3540,Main Highway,Miami,FL,33133,+1-786-254-1204,https://www.exploretock.com/sushi-by-scratch-restaurants-miami/,Mo-Su 17:00-23:00,25.725015,-80.245268,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4534,Moshi Moshi,,Biscayne Boulevard,,,,,https://moshimoshi.fun/,Mo-Su 11:00-04:45,25.841789,-80.184563,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4536,Fung Ku,1732,Collins Avenue,Miami Beach,,33139,,,13:00-03:00,25.792884,-80.129807,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4537,seventeen,1710,Alton Road,Miami Beach,FL,33139,,,,25.792375,-80.141451,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4538,Moshi Moshi,1448,Washington Avenue,Miami Beach,FL,33139,+1 305 531 4520,https://moshimoshi.fun/,,25.787100,-80.131920,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4539,Doraku Sushi,1104,Lincoln Road,,,,+1 305 695 8383,https://dorakusushi.com/store_locator/miami-beach/,"Mo-Th 12:00-15:00, 17:00-22:30; Fr-Sa 12:00-23:30; Su 15:00-22:30",25.790296,-80.140324,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4540,Sushi Garage,1784,West Avenue,Miami Beach,FL,33139,+13057638355,https://www.sushigarage.com/,,25.793421,-80.142804,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4541,Planet Sushi,860,Washington Avenue,,,,,https://planetsushi.com/,,25.779249,-80.133375,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4542,Masaru Sushi & Thai,1671,Alton Road,,,,,,,25.791314,-80.141060,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4543,9beach,1628,Collins Avenue,,,33139,,,,25.790179,-80.130231,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4544,Sukhothai Sushi + Asian Food,1570C,Alton Road,,,,,,,25.788576,-80.141345,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4545,Lean Sushi Bar & Lounge,1435,Alton Road,Miami Beach,FL,33139,,,,25.786474,-80.140799,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4549,Kona Grill,,,,,,,,,25.786720,-80.382166,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4550,Sushi Maki,,,,,,,,,25.756838,-80.373109,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4555,Matsuri,,,,,,,,,25.734806,-80.288122,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4556,Kao Sushi & Grill,127,Miracle Mile,Coral Gables,FL,33134,+1-786-864-1212,https://www.kaosushigrill.com/location-contact/,Mo-We 11:30-22:00; Th-Sa 11:30-23:00; Su 11:30-22:00,25.749868,-80.257368,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4582,Sushi Maki,1306,Stanford Drive,Coral Gables,FL,33146,,,Mo-Th 10:00-19:00; Fr 10:00-17:00; Sa-Su off,25.719919,-80.278528,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4584,Bangkok City,7362,Southwest 40th Street,Miami,FL,33155,,,,25.732538,-80.314315,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4623,Katana,920,71st Street,Miami Beach,FL,33141,(305) 864-0037,https://www.katanamiamibeach.com/,Mo-Su 18:00-24:00,25.855480,-80.128284,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4627,Sushi Bichi,7330,Ocean Terrace,Miami Beach,FL,33141,+13053978749,https://sushibichi.com/,,25.859465,-80.120011,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4633,Kampai,8745,Southwest 72nd Street,Miami,FL,33173,,,,25.702523,-80.334882,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4634,Siam Dragon,7748,North Kendall Drive,Miami,FL,33156,+1 305-412-8098,https://www.siamdragonasianbistro.com/,Mo-Th 11:00-22:30; Fr 10:00-22:30; Sa 12:00-22:30; Su 15:30-22:00,25.687367,-80.319760,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4652,Sushi Lucy,1680,Northeast 123rd Street,North Miami,FL,33181,,https://www.sushilucy.com/,,25.889166,-80.165059,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4653,Thai Dish & Sushi,,,,,,,https://www.thaidishandsushi.com,,25.889212,-80.154074,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4654,Arigatai Sushi,1817,Northeast 123rd Street,North Miami,FL,33181,,,,25.889965,-80.161809,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4662,Sushi Maki,,,,,,,,,25.635577,-80.337591,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4663,Sushi Bay,9837,Southwest 184th Street,Palmetto Bay,FL,33157,,,We-Sa 18:00-01:00;Su 18:00-24:00,25.599057,-80.351165,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4664,Sushi Sake,18735,South Dixie Highway,Cutler Bay,FL,33157,,,Mo-We 11:00-22:00; Th 11:00-23:00; Fr 11:00-00:00; Sa 12:00-00:00; Su 12:00-23:00,25.593841,-80.355610,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4669,Rice Asian House & Sushi Bar,17100,Collins Avenue,Sunny Isles Beach,FL,33160,,,,25.934538,-80.122785,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4670,Sushi Express by Yakko San,,,,,,,https://www.sushiexpressfl.com,,25.932888,-80.153449,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4682,Sushi Maki,,,,,,,,,25.687107,-80.380368,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4730,Sushi Rock,,,,,,,,,26.155845,-80.139429,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4731,Heart Rock Sushi,,,,,,,https://www.orderheartrocksushi.com,,26.137131,-80.119794,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4732,Tee Jay Thai Sushi,,,,,,,https://wiltonmanors.teejaythaisushirestaurant.com,,26.155896,-80.137786,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4733,Sushi Garage Las Olas,500,East Las Olas Boulevard,Fort Lauderdale,FL,33301,+19547273533,https://www.sushigarage.com/,,26.118334,-80.137937,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4737,Sushi Song,,,,,,,,,26.156622,-80.138339,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4771,Kao Gang,262,PGA Boulevard,,,33410,(561) 660-6994,http://www.kaogangpga.com/,Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa-Su 12:00-23:00,26.843803,-80.075497,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4773,Ebisu,7100,Fairway Drive,,,33418,561-622-4495,https://www.ebisurestaurant.com/,"Mo-Fr 11:30-14:00, 17:30-22:00; Sa 17:30-22:00",26.836613,-80.130951,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4774,Moon Thai and Japanese,11071,Southern Boulevard,Royal Palm Beach,FL,33411,,,,26.682163,-80.225422,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4776,Kontiki,,,,,,,,,26.660972,-80.265561,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4777,Jo Jo's Raw Bar and Sushi,,,,,,,,,26.664401,-80.268194,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4779,The Poke Company,555,Federal Highway,,,,,,"Mo-Fr 11:00-21:00; Sa,Su 12:00-21:00",26.355303,-80.086700,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4780,Sumo Japanese Restaurante,20449,State Road 7,Boca Raton,FL,33498,+1-561-717-6474,https://sumosushispot.com/,"Mo-Th 11:30-14:30,17:00-22:00; Fr 11:30-14:30,17:00-22:30; Sa 17:30-22:30",26.369597,-80.206583,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4785,Sushi Yama,7050,West Palmetto Park Road,Boca Raton,FL,33433,+1 561-362-6416,https://www.sushiyamaonline.com/contact/#our-locations,,26.348017,-80.157690,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4790,Sushi Yama,8788,West Boynton Beach Boulevard,Boynton Beach,FL,33472,+1-561-336-2156,https://www.sushiyamaboyntonbeach.com/,Mo-Th 11:30-22:00; Fr-Sa 11:30-22:30; Su 13:00-22:00,26.526723,-80.186202,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4793,Sushi Masa and Thai Cuisine,,,,,,,,,26.441986,-80.072424,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4795,Ganzo Sushi,14811,Lyons Road,Delray Beach,FL,33446,+1-561-501-5090,https://ganzodelray.com/,Mo-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-21:00,26.456530,-80.188716,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4804,Sushi Maru,2020,West Brandon Boulevard,Brandon,FL,33511,+1 (813) 657-6278,,Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 12:00-23:00; Su 15:00-22:00,27.938609,-82.318017,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4805,Sushi Ushi,1713,FL 60,Valrico,FL,33594,+1 (813) 662-0728,https://www.sushiushivalrico.com/,"Tu-Th 11:00-15:00, 16:00-22:00; Fr-Sa 11:00-15:00, 16:00-23:00; Su 13:30-22:00",27.937164,-82.259107,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4806,Unnamed Sushi Restaurant,,,,,,,,,27.936838,-82.315935,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4809,Sushi Ninja,903,East Bloomingdale Avenue,Brandon,FL,33511,+1 (813) 662-3377,http://www.sushininjafl.com/,Mo-Th 11:30-21:00; Fr 11:30-22:00; Sa 16:30-22:00,27.890923,-82.272227,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4811,Sunflower Cafe,3452,Lithia Pinecrest Road,Valrico,FL,33596,(813) 657-8744,https://www.sunflowercafe.net/,,27.891093,-82.242663,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4815,Akira,13420,Boyette Road,Riverview,FL,33569,+1 (813) 689-5544,http://www.akirafl.com/,Tu-Th 11:30-21:30; Fr-Sa 11:30-22:30; Su 12:30-21:30,27.852226,-82.267941,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4823,Jackson's Bistro,,,,,,,,,27.938872,-82.454786,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4824,On-a-Roll Sushi,,,,,,,,,27.945897,-82.456901,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4825,Zen Bistro & Sushi,2223,North West Shore Boulevard,Tampa,,33607,,,,27.965717,-82.520975,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4826,Noble Rice,615,Channelside Drive,Tampa,FL,33602,,,,27.943620,-82.447168,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4837,Sake House,15311,Amberly Drive,Tampa,FL,33647,,,Mo-Fr 11:30-02:00; Sa-Su 12:30-02:00,28.088648,-82.405074,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4838,Origami Sushi,6507,West Waters Avenue,Tampa,,33634,813.889.8898,http://origamisushi.com/home,"Mo-Th 11:00-22:00, Fr 11:00-23:00, Sa 12:00-23:00, Su 12:00-22:00",28.026304,-82.552597,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4841,Ahi Asian Bistro,14841,North Dale Mabry Hwy,,FL,,+1 813-374-5756,https://www.ahiasianbistro.com/,Su 12:00-21:00; Tu-Fr 12:00-21:00; Sa 12:00-22:00,28.083411,-82.504026,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4845,Oishi Sushi Bar,,,,,,,,,28.029329,-82.639017,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4849,Poke Island Plus,,,,,,,,,28.139945,-82.357486,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4854,Sushi Inc.,270,1st Avenue North,Saint Petersburg,FL,33701,,,"Tu-Th 11:30-22:00; Fr,Sa 11:30-24:00, Su 11:30-22:00",27.771908,-82.636840,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4855,Rollbotto Sushi,221,1st Street North,Saint Petersburg,FL,33701,,,"Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 12:00-21:00",27.774164,-82.633816,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4856,Pacific Counter,660,Central Avenue,Saint Petersburg,FL,33701,,https://pacificcounter.com/,"Su-Th 11:00-22:00, Fr-Sa 11:00-00:00",27.770998,-82.642833,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4857,Sushi Zen,,Saint Petersburg,Saint Petersburg,FL,33716,,,,27.872560,-82.640133,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4864,Blue Fugu,4615,Gulf Boulevard,Saint Pete Beach,FL,33706,+1 727 367-6762,bluefugu.com,Mo-Su 15:30-22:00,27.721759,-82.738485,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4865,Oya Sushi,,,,,,,,,27.839921,-82.785043,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4866,Sushi Spice,7570,Starkey Rd Ste E,Seminole,FL,33777,+1-727-201-4305,https://www.sushispice.net,"Mo-Th 11:30-14:30, 16:30-21:30; Fr 11:30-14:30, 16:30-22:00; Sa, Su 16:30-22:00",27.840358,-82.763473,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4867,Sushi Wave,,66th Street North,Pinellas Park,,,,,,27.836447,-82.727976,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4869,EDO Japanese Steakhouse and Sushi Bar,4500,66th Street North,Saint Petersburg,FL,33709,727-549-8106,https://edojapanesesteakhouseandsushibar.com,Tu-Su 04:00- 22:00,27.812857,-82.729877,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4876,Sushi Spot,3665 #146,36th St SE,Largo,FL,33771,+1 727 507 7400,www.sushispotlargo.com,,27.915170,-82.749593,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4877,Thai Bay,1300,East Bay Drive,Clearwater,,,,,,27.916936,-82.773730,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4878,Unnamed Sushi Restaurant,,,,,,,,,27.918442,-82.816727,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4879,Ocean Blue Sushi,2475,N McMullen Booth Rd,Safety Harbor,FL,33759,,,,28.011337,-82.710846,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4880,Happy Salmon Sake Sushi Bar,,Main Street,Safety Harbor,FL,,,,,27.990657,-82.692663,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4882,Kitsune Sushi,2659,Roosevelt Boulevard,,,,+1 727-238-8258,https://kitsunesushiclearwater.com,"Mo,We-Th 11:00-21:45; Tu off; Fr-Sa 11:00-22:30; Su 12:00-21:45",27.915056,-82.727823,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4884,Hot Tuna Sushi Bar & Grill,3689,Tampa Road,Oldsmar,FL,34677,+1-813-818-8862,https://www.hottunasushi.com/,,28.045095,-82.680814,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4892,The Spot Sushi Burritos,10500,Ulmerton Rd,Largo,FL,33771,+17272534593,https://www.spotsushiburrito.com/,Su-Th 11:00-21:30; Fr-Sa 11:00-22:10,27.892191,-82.784523,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4913,Davenport Sashimi Fusion,,,,,,,,,28.258037,-81.592493,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4914,Zhen Bang,,,,,,,,,39.362692,-74.415299,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4915,Oshi Modern Asian Kitchen,,,,,,,https://www.caesars.com/harrahs-ac/restaurants/oshi-sushi-and-sake,,39.384549,-74.429334,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4916,Yimo Sushi & Hibachi,357,Applegarth Road,,,08831,6093958005,http://www.yimosushi.com,,40.325559,-74.469720,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4917,Mori Sushi,,,,,,,,,40.406743,-74.650740,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4918,Midori Sushi,,,,,,,,,40.400983,-74.648558,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4919,Ichiban Sushi,,,,,,,,,40.327400,-74.575633,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4920,Ajihei,11,Chambers Street,,NJ,08542,,,,40.349571,-74.662599,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4921,Tomo Sushi,,,,,,,,,40.352000,-74.652478,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4922,MTea Sushi & Dessert,86,Nassau Street,Princeton,NJ,08542,,,,40.349734,-74.660127,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4928,Yummy Sushi,2350,Highway 33,Robbinsville Township,NJ,08691,+1 609-259-8388,https://www.yummisushi.com,,40.218246,-74.627268,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4929,East Sushi,,,,,,,,,40.265877,-74.802439,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4930,Sakana Asian Cuisine,,,,,,,,,40.247788,-74.688513,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4934,Masa Sushi,,,,,,,,,40.301038,-74.681336,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4939,Ikko,,,,,,,,,40.057707,-74.141703,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4941,Unnamed Sushi Restaurant,,,,,,,,,40.076798,-74.101440,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4945,Valentino's Ristorante,2304,,,,,,,,39.960053,-74.070851,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4947,Shogun Wok,,,,,,,,,40.576407,-74.507278,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4948,Sushi Palace,,,,,,,,,40.567419,-74.613407,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
9083,Ichi,214,Jericho Turnpike,Floral Park,NY,11001,,,,40.728665,-73.702974,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
14421,Asahi,,,,,,,,,38.286374,-76.484406,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4952,Wasabi House,77,Tices Lane,East Brunswick,NJ,08826,732-254-9988,http://wasabihouseeb.com,"Mo-Fr 11:00-15:00, 16:00-21:00; Sa 11:00-21:00; Su 12:00-21:00",40.456444,-74.402303,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4953,Sultan Wok,517,Raritan Avenue,Highland Park,NJ,08904,732-393-9656,,,40.500935,-74.423539,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4954,Sushi Suzuki,15,New Street,Metuchen,NJ,08840,,https://www.sushisuzukimetuchen.com/,,40.541615,-74.362171,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4956,Midori Sushi,,,,,,,,,40.499046,-74.428610,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4962,Lee's Sushi,438,U.S. 206,Hillsborough,NJ,08844,+1-908-829-3140;+1-908-829-3141,,"Mo-Th 11:30-14:30,16:30-21:00; Fr,Sa 11:30-14:30,16:30-21:30",40.503037,-74.644822,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4963,Sakura Sushi,220,Triangle Road,Hillsborough,NJ,08844,,,,40.514008,-74.661733,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4966,Kendy's Sushi and Peking Garden,881,Main Street,Sayreville,NJ,08872,732-525-0707,https://www.zmenu.com/kendys-sushi-and-peking-garden-sayreville-online-menu/,Mo 15:00-22:00; Tu-We 12:00-22:00; Fr-Sa 11:00-23:00; Su 12:00-22:00,40.476280,-74.318066,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4980,Cucumber Sushi & Salad Bar,,,,,,,,,40.525675,-74.201861,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
4984,Masa Sushi,,,,,,,,,40.606060,-74.694006,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5117,Hei Tiki,,,,,,,,,40.760433,-73.922418,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5142,Bai Sushi,37-03,Broadway,,NY,11103,,https://baisushitogo.com,Mo-Sa 11:30-22:45,40.759710,-73.920246,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5163,Takesushi,41-31,Queens Boulevard,,,,+1 718-729-8253,https://www.takesushi.us/,"Fr-We 12:00-14:30, 17:00-21:00",40.743929,-73.922491,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5167,Jade Asian Express,1641,Woodbine Street,,,,+1-718-381-8878,http://www.jadeasianexpressny.com/,Su 12:00-22:00; Mo-Sa 11:00-22:00,40.700010,-73.909554,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5168,I Sushi,1635,Woodbine Street,,,,+1-718-366-3686,http://isushiqueens.com/,Mo-Su 11:00-22:30,40.699902,-73.909656,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5169,Akaru Sushi,201,Wyckoff Avenue,,,,+1-718-928-7688,,Mo-Sa 11:30-22:30; Su 12:30-22:30,40.702531,-73.916133,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5171,Sushi & Noodles,274,Troutman Street,,,,,,Mo-Su 12:00-23:00,40.703445,-73.925762,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5181,Amami,,,,,11222,+1 (917) 909-1568,https://amamibk.com/,Su-Th 12:00-23:00; Fr-Sa 12:00-24:00,40.723459,-73.952095,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5212,Junko Sushi,33-02,33rd Street,Astoria,,10010,(718) 777-1588,junkosushi.com,11:30 - 23:30,40.761026,-73.923769,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5221,Fukuyama Sushi & Ramen,622,Metropolitan Avenue,Brooklyn,NY,11211,+1-718-782-1496,,"Mo,We-Su 11:00-25:00,Tu 17:00-25:00",40.714035,-73.948298,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5228,Brooklyn Bagel,7,Heyward Street,Brooklyn,NY,11249,+13476783928,https://www.brooklynbagelny.com,,40.699594,-73.959614,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5230,Yugen Sushi,1452,Myrtle Avenue,,,11237,+1-718-758-5399,https://yugensushinyc.com/,Tu-Th 14:00-22:00; Fr-Su 14:00-23:00,40.698846,-73.916726,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5241,Miyama,349,Saint Nicholas Avenue,Ridgewood,NY,11385,+1-917-909-0833,https://www.miyamany.com/,Mo-Th 11:30-22:30; Fr-Sa 11:30-23:00; Su 12:00-22:00,40.700467,-73.909326,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
5242,Bozu,296,Grand Street,,,11211,+1 718-384-7770,https://www.bozubrooklyn.com,"Mo-Th,Su 17:00-21:30; Fr,Sa 17:00-22:30",40.712885,-73.957486,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
